content,score,at,case_folding,cleansing,tokenizing,stopword_removal,stemming,hasil_preprocessing
Hhhf Elissa Mm mm. Mi oleh o,1,2023-06-21 21:36:11,hhhf elissa mm mm. mi oleh o,hhhf elissa mm mm mi oleh o,"['hhhf', 'elissa', 'mm', 'mm', 'mi', 'oleh', 'o']","['hhhf', 'elissa', 'mm', 'mm', 'mi', 'o']","['hhhf', 'elissa', 'mm', 'mm', 'mi', 'o']",hhhf elissa mm mm mi o
harga sampai hotel di suru bayar lg (biaya pajak),1,2023-06-21 17:26:36,harga sampai hotel di suru bayar lg (biaya pajak),harga sampai hotel di suru bayar lg biaya pajak,"['harga', 'sampai', 'hotel', 'di', 'suru', 'bayar', 'lg', 'biaya', 'pajak']","['harga', 'hotel', 'suru', 'bayar', 'lg', 'biaya', 'pajak']","['harga', 'hotel', 'suru', 'bayar', 'lg', 'biaya', 'pajak']",harga hotel suru bayar lg biaya pajak
Sangat jelek,1,2023-06-21 15:41:50,sangat jelek,sangat jelek,"['sangat', 'jelek']","['sangat', 'jelek']","['sangat', 'jelek']",sangat jelek
Harga kompetitif,5,2023-06-21 15:03:02,harga kompetitif,harga kompetitif,"['harga', 'kompetitif']","['harga', 'kompetitif']","['harga', 'kompetitif']",harga kompetitif
Saya suka traveling,5,2023-06-21 00:58:03,saya suka traveling,saya suka traveling,"['saya', 'suka', 'traveling']","['suka', 'traveling']","['suka', 'traveling']",suka traveling
Buruk sekali Dan memakan hak orang 90%,1,2023-06-20 18:06:46,buruk sekali dan memakan hak orang 90%,buruk sekali dan memakan hak orang,"['buruk', 'sekali', 'dan', 'memakan', 'hak', 'orang']","['buruk', 'sekali', 'memakan', 'hak', 'orang']","['buruk', 'sekali', 'makan', 'hak', 'orang']",buruk sekali makan hak orang
Ga sesuai,1,2023-06-20 09:16:12,ga sesuai,ga sesuai,"['ga', 'sesuai']","['ga', 'sesuai']","['ga', 'sesuai']",ga sesuai
Sangat membantu ..,5,2023-06-19 11:01:27,sangat membantu ..,sangat membantu,"['sangat', 'membantu']","['sangat', 'membantu']","['sangat', 'bantu']",sangat bantu
setelah update error pembayaran,5,2023-06-19 08:14:16,setelah update error pembayaran,setelah update error pembayaran,"['setelah', 'update', 'error', 'pembayaran']","['update', 'error', 'pembayaran']","['update', 'error', 'bayar']",update error bayar
Tidak terlalu membantu CS nya dan susah banget menjelaskan . Susah proses pembatalan dan refundnya. Yang pasti masih perlu banyak perbaikan buat pesawatnya. Kalau keretanya lumayan not bad.,1,2023-06-19 07:34:43,tidak terlalu membantu cs nya dan susah banget menjelaskan . susah proses pembatalan dan refundnya. yang pasti masih perlu banyak perbaikan buat pesawatnya. kalau keretanya lumayan not bad.,tidak terlalu membantu cs nya dan susah banget menjelaskan susah proses pembatalan dan refundnya yang pasti masih perlu banyak perbaikan buat pesawatnya kalau keretanya lumayan not bad,"['tidak', 'terlalu', 'membantu', 'cs', 'nya', 'dan', 'susah', 'banget', 'menjelaskan', 'susah', 'proses', 'pembatalan', 'dan', 'refundnya', 'yang', 'pasti', 'masih', 'perlu', 'banyak', 'perbaikan', 'buat', 'pesawatnya', 'kalau', 'keretanya', 'lumayan', 'not', 'bad']","['terlalu', 'membantu', 'cs', 'nya', 'susah', 'banget', 'menjelaskan', 'susah', 'proses', 'pembatalan', 'refundnya', 'perlu', 'banyak', 'perbaikan', 'buat', 'pesawatnya', 'kalau', 'keretanya', 'lumayan', 'not', 'bad']","['terlalu', 'bantu', 'cs', 'nya', 'susah', 'banget', 'jelas', 'susah', 'proses', 'batal', 'refundnya', 'perlu', 'banyak', 'baik', 'buat', 'pesawat', 'kalau', 'kereta', 'lumayan', 'not', 'bad']",terlalu bantu cs nya susah banget jelas susah proses batal refundnya perlu banyak baik buat pesawat kalau kereta lumayan not bad
Tiket poin nya kok ga bisa dipake,1,2023-06-18 21:45:38,tiket poin nya kok ga bisa dipake,tiket poin nya kok ga bisa dipake,"['tiket', 'poin', 'nya', 'kok', 'ga', 'bisa', 'dipake']","['tiket', 'poin', 'nya', 'kok', 'ga', 'dipake']","['tiket', 'poin', 'nya', 'kok', 'ga', 'dipake']",tiket poin nya kok ga dipake
Pesan kamar hotel dr sini..pake debit.. Tiket gagal terbit..sudah di refund duit sy kagak balik....,1,2023-06-18 19:06:35,pesan kamar hotel dr sini..pake debit.. tiket gagal terbit..sudah di refund duit sy kagak balik....,pesan kamar hotel dr sini pake debit tiket gagal terbit sudah di refund duit sy kagak balik,"['pesan', 'kamar', 'hotel', 'dr', 'sini', 'pake', 'debit', 'tiket', 'gagal', 'terbit', 'sudah', 'di', 'refund', 'duit', 'sy', 'kagak', 'balik']","['pesan', 'kamar', 'hotel', 'dr', 'sini', 'pake', 'debit', 'tiket', 'gagal', 'terbit', 'refund', 'duit', 'sy', 'kagak', 'balik']","['pesan', 'kamar', 'hotel', 'dr', 'sini', 'pake', 'debit', 'tiket', 'gagal', 'terbit', 'refund', 'duit', 'sy', 'kagak', 'balik']",pesan kamar hotel dr sini pake debit tiket gagal terbit refund duit sy kagak balik
Good,4,2023-06-18 10:03:55,good,good,['good'],['good'],['good'],good
Menyebalkan,1,2023-06-17 23:47:42,menyebalkan,menyebalkan,['menyebalkan'],['menyebalkan'],['sebal'],sebal
Tanpa kendala mantappp 👍,5,2023-06-16 07:42:14,tanpa kendala mantappp 👍,tanpa kendala mantappp,"['tanpa', 'kendala', 'mantappp']","['kendala', 'mantappp']","['kendala', 'mantappp']",kendala mantappp
"Tidak bertanggung jawab, merugikan konsumen",1,2023-06-16 03:29:07,"tidak bertanggung jawab, merugikan konsumen",tidak bertanggung jawab merugikan konsumen,"['tidak', 'bertanggung', 'jawab', 'merugikan', 'konsumen']","['bertanggung', 'jawab', 'merugikan', 'konsumen']","['tanggung', 'jawab', 'rugi', 'konsumen']",tanggung jawab rugi konsumen
"masih sama seperti kemarin, pembayaran via transfer cuma bca dan mandiri, npa ngak di tambah lagi bri kek gtu.",3,2023-06-15 18:28:05,"masih sama seperti kemarin, pembayaran via transfer cuma bca dan mandiri, npa ngak di tambah lagi bri kek gtu.",masih sama seperti kemarin pembayaran via transfer cuma bca dan mandiri npa ngak di tambah lagi bri kek gtu,"['masih', 'sama', 'seperti', 'kemarin', 'pembayaran', 'via', 'transfer', 'cuma', 'bca', 'dan', 'mandiri', 'npa', 'ngak', 'di', 'tambah', 'lagi', 'bri', 'kek', 'gtu']","['sama', 'kemarin', 'pembayaran', 'via', 'transfer', 'cuma', 'bca', 'mandiri', 'npa', 'ngak', 'tambah', 'bri', 'kek', 'gtu']","['sama', 'kemarin', 'bayar', 'via', 'transfer', 'cuma', 'bca', 'mandiri', 'npa', 'ngak', 'tambah', 'bri', 'kek', 'gtu']",sama kemarin bayar via transfer cuma bca mandiri npa ngak tambah bri kek gtu
"Harus saya ubah bintanya karena kesalnya, Hati hati beli tiket di aplikasi ini ada jebakan otomatis beli asuransi, seharusnya tidak otomatis, padahal tadi saya tidak ceklis.. ketika sudah di bayar baru nampak.. , komplain ke email, cs tidak mau bantu ....",1,2023-06-15 15:56:44,"harus saya ubah bintanya karena kesalnya, hati hati beli tiket di aplikasi ini ada jebakan otomatis beli asuransi, seharusnya tidak otomatis, padahal tadi saya tidak ceklis.. ketika sudah di bayar baru nampak.. , komplain ke email, cs tidak mau bantu ....",harus saya ubah bintanya karena kesalnya hati hati beli tiket di aplikasi ini ada jebakan otomatis beli asuransi seharusnya tidak otomatis padahal tadi saya tidak ceklis ketika sudah di bayar baru nampak komplain ke email cs tidak mau bantu,"['harus', 'saya', 'ubah', 'bintanya', 'karena', 'kesalnya', 'hati', 'hati', 'beli', 'tiket', 'di', 'aplikasi', 'ini', 'ada', 'jebakan', 'otomatis', 'beli', 'asuransi', 'seharusnya', 'tidak', 'otomatis', 'padahal', 'tadi', 'saya', 'tidak', 'ceklis', 'ketika', 'sudah', 'di', 'bayar', 'baru', 'nampak', 'komplain', 'ke', 'email', 'cs', 'tidak', 'mau', 'bantu']","['ubah', 'bintanya', 'kesalnya', 'hati', 'hati', 'beli', 'tiket', 'aplikasi', 'jebakan', 'otomatis', 'beli', 'asuransi', 'otomatis', 'padahal', 'tadi', 'ceklis', 'bayar', 'baru', 'nampak', 'komplain', 'email', 'cs', 'mau', 'bantu']","['ubah', 'bintanya', 'kesal', 'hati', 'hati', 'beli', 'tiket', 'aplikasi', 'jebak', 'otomatis', 'beli', 'asuransi', 'otomatis', 'padahal', 'tadi', 'ceklis', 'bayar', 'baru', 'nampak', 'komplain', 'email', 'cs', 'mau', 'bantu']",ubah bintanya kesal hati hati beli tiket aplikasi jebak otomatis beli asuransi otomatis padahal tadi ceklis bayar baru nampak komplain email cs mau bantu
Good,5,2023-06-15 14:25:01,good,good,['good'],['good'],['good'],good
Mau reschedule harus urus sendiri kelamaan,1,2023-06-15 06:35:47,mau reschedule harus urus sendiri kelamaan,mau reschedule harus urus sendiri kelamaan,"['mau', 'reschedule', 'harus', 'urus', 'sendiri', 'kelamaan']","['mau', 'reschedule', 'urus', 'sendiri', 'kelamaan']","['mau', 'reschedule', 'urus', 'sendiri', 'lama']",mau reschedule urus sendiri lama
Saat bayarnya aplikasinya error terus,1,2023-06-15 00:54:23,saat bayarnya aplikasinya error terus,saat bayarnya aplikasinya error terus,"['saat', 'bayarnya', 'aplikasinya', 'error', 'terus']","['bayarnya', 'aplikasinya', 'error', 'terus']","['bayar', 'aplikasi', 'error', 'terus']",bayar aplikasi error terus
Mantep luar biasa,5,2023-06-14 20:51:29,mantep luar biasa,mantep luar biasa,"['mantep', 'luar', 'biasa']","['mantep', 'luar', 'biasa']","['mantep', 'luar', 'biasa']",mantep luar biasa
Tray,4,2023-06-14 18:09:53,tray,tray,['tray'],['tray'],['tray'],tray
"Menanggapi masalah dengan cepat, respond CS memuaskan",5,2023-06-14 14:11:36,"menanggapi masalah dengan cepat, respond cs memuaskan",menanggapi masalah dengan cepat respond cs memuaskan,"['menanggapi', 'masalah', 'dengan', 'cepat', 'respond', 'cs', 'memuaskan']","['menanggapi', 'masalah', 'cepat', 'respond', 'cs', 'memuaskan']","['tanggap', 'masalah', 'cepat', 'respond', 'cs', 'muas']",tanggap masalah cepat respond cs muas
Aplikasi susah untuk Reschedule,1,2023-06-14 13:31:27,aplikasi susah untuk reschedule,aplikasi susah untuk reschedule,"['aplikasi', 'susah', 'untuk', 'reschedule']","['aplikasi', 'susah', 'reschedule']","['aplikasi', 'susah', 'reschedule']",aplikasi susah reschedule
"sangat d sayangkan sekali krn setelah melakukan update aplikasi, saya tidak bisa melakukan login ke akun saya , dimana muncul popup notifikasi ""Maaf Ya, sedang ada gangguan"" ..adapun sy tidak bisa login sejak 1 april 2023",1,2023-06-14 07:43:50,"sangat d sayangkan sekali krn setelah melakukan update aplikasi, saya tidak bisa melakukan login ke akun saya , dimana muncul popup notifikasi ""maaf ya, sedang ada gangguan"" ..adapun sy tidak bisa login sejak 1 april 2023",sangat d sayangkan sekali krn setelah melakukan update aplikasi saya tidak bisa melakukan login ke akun saya dimana muncul popup notifikasi maaf ya sedang ada gangguan adapun sy tidak bisa login sejak april,"['sangat', 'd', 'sayangkan', 'sekali', 'krn', 'setelah', 'melakukan', 'update', 'aplikasi', 'saya', 'tidak', 'bisa', 'melakukan', 'login', 'ke', 'akun', 'saya', 'dimana', 'muncul', 'popup', 'notifikasi', 'maaf', 'ya', 'sedang', 'ada', 'gangguan', 'adapun', 'sy', 'tidak', 'bisa', 'login', 'sejak', 'april']","['sangat', 'd', 'sayangkan', 'sekali', 'krn', 'melakukan', 'update', 'aplikasi', 'melakukan', 'login', 'akun', 'muncul', 'popup', 'notifikasi', 'maaf', 'sedang', 'gangguan', 'adapun', 'sy', 'login', 'sejak', 'april']","['sangat', 'd', 'sayang', 'sekali', 'krn', 'laku', 'update', 'aplikasi', 'laku', 'login', 'akun', 'muncul', 'popup', 'notifikasi', 'maaf', 'sedang', 'ganggu', 'adapun', 'sy', 'login', 'sejak', 'april']",sangat d sayang sekali krn laku update aplikasi laku login akun muncul popup notifikasi maaf sedang ganggu adapun sy login sejak april
Najis proses refund lama bgt,1,2023-06-13 20:52:22,najis proses refund lama bgt,najis proses refund lama bgt,"['najis', 'proses', 'refund', 'lama', 'bgt']","['najis', 'proses', 'refund', 'lama', 'bgt']","['najis', 'proses', 'refund', 'lama', 'bgt']",najis proses refund lama bgt
"Asuransi penerbangan jangan otomatis terpilih dong, kesel banget. Defaultnya itu harusnya tanpa asuransi, jangan defaultnya malah asuransi penuh",1,2023-06-13 17:05:44,"asuransi penerbangan jangan otomatis terpilih dong, kesel banget. defaultnya itu harusnya tanpa asuransi, jangan defaultnya malah asuransi penuh",asuransi penerbangan jangan otomatis terpilih dong kesel banget defaultnya itu harusnya tanpa asuransi jangan defaultnya malah asuransi penuh,"['asuransi', 'penerbangan', 'jangan', 'otomatis', 'terpilih', 'dong', 'kesel', 'banget', 'defaultnya', 'itu', 'harusnya', 'tanpa', 'asuransi', 'jangan', 'defaultnya', 'malah', 'asuransi', 'penuh']","['asuransi', 'penerbangan', 'jangan', 'otomatis', 'terpilih', 'dong', 'kesel', 'banget', 'defaultnya', 'harusnya', 'asuransi', 'jangan', 'defaultnya', 'malah', 'asuransi', 'penuh']","['asuransi', 'terbang', 'jangan', 'otomatis', 'pilih', 'dong', 'kesel', 'banget', 'defaultnya', 'harus', 'asuransi', 'jangan', 'defaultnya', 'malah', 'asuransi', 'penuh']",asuransi terbang jangan otomatis pilih dong kesel banget defaultnya harus asuransi jangan defaultnya malah asuransi penuh
Kecewa tdk bs direfund n reschedule...rugi byk,1,2023-06-13 13:56:36,kecewa tdk bs direfund n reschedule...rugi byk,kecewa tdk bs direfund n reschedule rugi byk,"['kecewa', 'tdk', 'bs', 'direfund', 'n', 'reschedule', 'rugi', 'byk']","['kecewa', 'tdk', 'bs', 'direfund', 'n', 'reschedule', 'rugi', 'byk']","['kecewa', 'tdk', 'bs', 'direfund', 'n', 'reschedule', 'rugi', 'byk']",kecewa tdk bs direfund n reschedule rugi byk
"Sangat mengecewakan pakai payletter, booking tgl 16 udh ditagih tgl 11 dan bahasa tagihan payletter sangat tidak sopan, padahal blm jatuh tempo, sangat mengecewakan, maaf terpaksa aku hapus. Tq",1,2023-06-13 11:45:05,"sangat mengecewakan pakai payletter, booking tgl 16 udh ditagih tgl 11 dan bahasa tagihan payletter sangat tidak sopan, padahal blm jatuh tempo, sangat mengecewakan, maaf terpaksa aku hapus. tq",sangat mengecewakan pakai payletter booking tgl udh ditagih tgl dan bahasa tagihan payletter sangat tidak sopan padahal blm jatuh tempo sangat mengecewakan maaf terpaksa aku hapus tq,"['sangat', 'mengecewakan', 'pakai', 'payletter', 'booking', 'tgl', 'udh', 'ditagih', 'tgl', 'dan', 'bahasa', 'tagihan', 'payletter', 'sangat', 'tidak', 'sopan', 'padahal', 'blm', 'jatuh', 'tempo', 'sangat', 'mengecewakan', 'maaf', 'terpaksa', 'aku', 'hapus', 'tq']","['sangat', 'mengecewakan', 'pakai', 'payletter', 'booking', 'tgl', 'udh', 'ditagih', 'tgl', 'bahasa', 'tagihan', 'payletter', 'sangat', 'sopan', 'padahal', 'blm', 'jatuh', 'tempo', 'sangat', 'mengecewakan', 'maaf', 'terpaksa', 'aku', 'hapus', 'tq']","['sangat', 'kecewa', 'pakai', 'payletter', 'booking', 'tgl', 'udh', 'tagih', 'tgl', 'bahasa', 'tagih', 'payletter', 'sangat', 'sopan', 'padahal', 'blm', 'jatuh', 'tempo', 'sangat', 'kecewa', 'maaf', 'paksa', 'aku', 'hapus', 'tq']",sangat kecewa pakai payletter booking tgl udh tagih tgl bahasa tagih payletter sangat sopan padahal blm jatuh tempo sangat kecewa maaf paksa aku hapus tq
Murah dan efesien,5,2023-06-13 10:03:42,murah dan efesien,murah dan efesien,"['murah', 'dan', 'efesien']","['murah', 'efesien']","['murah', 'efesien']",murah efesien
"Utk komplen susah semuanyaaa robot yang jawab, Tapi akhirnya berhasil lewat robot Ditelpon CC ganti review bintang ,ternyata bukan robot kok yg telpon😄",4,2023-06-13 08:49:00,"utk komplen susah semuanyaaa robot yang jawab, tapi akhirnya berhasil lewat robot ditelpon cc ganti review bintang ,ternyata bukan robot kok yg telpon😄",utk komplen susah semuanyaaa robot yang jawab tapi akhirnya berhasil lewat robot ditelpon cc ganti review bintang ternyata bukan robot kok yg telpon,"['utk', 'komplen', 'susah', 'semuanyaaa', 'robot', 'yang', 'jawab', 'tapi', 'akhirnya', 'berhasil', 'lewat', 'robot', 'ditelpon', 'cc', 'ganti', 'review', 'bintang', 'ternyata', 'bukan', 'robot', 'kok', 'yg', 'telpon']","['utk', 'komplen', 'susah', 'semuanyaaa', 'robot', 'jawab', 'akhirnya', 'berhasil', 'lewat', 'robot', 'ditelpon', 'cc', 'ganti', 'review', 'bintang', 'ternyata', 'bukan', 'robot', 'kok', 'yg', 'telpon']","['utk', 'komplen', 'susah', 'semuanyaaa', 'robot', 'jawab', 'akhir', 'hasil', 'lewat', 'robot', 'telpon', 'cc', 'ganti', 'review', 'bintang', 'nyata', 'bukan', 'robot', 'kok', 'yg', 'telpon']",utk komplen susah semuanyaaa robot jawab akhir hasil lewat robot telpon cc ganti review bintang nyata bukan robot kok yg telpon
"Aplikasi ringan, mudah dan simple, harga sesuai dan ada promonya jg. Untuk pembayaran flexible dimana saja.",5,2023-06-13 08:31:48,"aplikasi ringan, mudah dan simple, harga sesuai dan ada promonya jg. untuk pembayaran flexible dimana saja.",aplikasi ringan mudah dan simple harga sesuai dan ada promonya jg untuk pembayaran flexible dimana saja,"['aplikasi', 'ringan', 'mudah', 'dan', 'simple', 'harga', 'sesuai', 'dan', 'ada', 'promonya', 'jg', 'untuk', 'pembayaran', 'flexible', 'dimana', 'saja']","['aplikasi', 'ringan', 'mudah', 'simple', 'harga', 'sesuai', 'promonya', 'jg', 'pembayaran', 'flexible']","['aplikasi', 'ringan', 'mudah', 'simple', 'harga', 'sesuai', 'promonya', 'jg', 'bayar', 'flexible']",aplikasi ringan mudah simple harga sesuai promonya jg bayar flexible
cukup baik,3,2023-06-13 08:22:53,cukup baik,cukup baik,"['cukup', 'baik']","['cukup', 'baik']","['cukup', 'baik']",cukup baik
Good,5,2023-06-13 05:08:35,good,good,['good'],['good'],['good'],good
"Knp keterangan nya penerbangan tdk tersedia yaa, pdhl di aplikasi sebelah ada 9 penerbangan di tanggal yg sy mau.",2,2023-06-12 20:47:21,"knp keterangan nya penerbangan tdk tersedia yaa, pdhl di aplikasi sebelah ada 9 penerbangan di tanggal yg sy mau.",knp keterangan nya penerbangan tdk tersedia yaa pdhl di aplikasi sebelah ada penerbangan di tanggal yg sy mau,"['knp', 'keterangan', 'nya', 'penerbangan', 'tdk', 'tersedia', 'yaa', 'pdhl', 'di', 'aplikasi', 'sebelah', 'ada', 'penerbangan', 'di', 'tanggal', 'yg', 'sy', 'mau']","['knp', 'keterangan', 'nya', 'penerbangan', 'tdk', 'tersedia', 'yaa', 'pdhl', 'aplikasi', 'sebelah', 'penerbangan', 'tanggal', 'yg', 'sy', 'mau']","['knp', 'terang', 'nya', 'terbang', 'tdk', 'sedia', 'yaa', 'pdhl', 'aplikasi', 'belah', 'terbang', 'tanggal', 'yg', 'sy', 'mau']",knp terang nya terbang tdk sedia yaa pdhl aplikasi belah terbang tanggal yg sy mau
Aplikasi yg sangat membantu,5,2023-06-12 14:57:58,aplikasi yg sangat membantu,aplikasi yg sangat membantu,"['aplikasi', 'yg', 'sangat', 'membantu']","['aplikasi', 'yg', 'sangat', 'membantu']","['aplikasi', 'yg', 'sangat', 'bantu']",aplikasi yg sangat bantu
"Aplikasi lemot, melakukan pencarian lokasi terminal kayak menggunakan HP 2gb , sementara aplikasi yang lain lancar-lancar aja.",2,2023-06-12 14:45:53,"aplikasi lemot, melakukan pencarian lokasi terminal kayak menggunakan hp 2gb , sementara aplikasi yang lain lancar-lancar aja.",aplikasi lemot melakukan pencarian lokasi terminal kayak menggunakan hp gb sementara aplikasi yang lain lancar lancar aja,"['aplikasi', 'lemot', 'melakukan', 'pencarian', 'lokasi', 'terminal', 'kayak', 'menggunakan', 'hp', 'gb', 'sementara', 'aplikasi', 'yang', 'lain', 'lancar', 'lancar', 'aja']","['aplikasi', 'lemot', 'melakukan', 'pencarian', 'lokasi', 'terminal', 'kayak', 'menggunakan', 'hp', 'gb', 'aplikasi', 'lancar', 'lancar', 'aja']","['aplikasi', 'lot', 'laku', 'cari', 'lokasi', 'terminal', 'kayak', 'guna', 'hp', 'gb', 'aplikasi', 'lancar', 'lancar', 'aja']",aplikasi lot laku cari lokasi terminal kayak guna hp gb aplikasi lancar lancar aja
Bagus,5,2023-06-12 11:48:27,bagus,bagus,['bagus'],['bagus'],['bagus'],bagus
"paylater nya kurang ajar bangettt,nagih ga punya sopan santun,seperti depkolektor liar,padahal saya sudah bilang saya telat karena sibuk kerja,seakan akan saya penipu.nama paylater nya indodana.jgn pernah pake aplikasi ini.kurang ajar ga punya pendidikan saat menagih customer,dianggapnya semua customer saat telat itu sama,....",1,2023-06-11 20:23:41,"paylater nya kurang ajar bangettt,nagih ga punya sopan santun,seperti depkolektor liar,padahal saya sudah bilang saya telat karena sibuk kerja,seakan akan saya penipu.nama paylater nya indodana.jgn pernah pake aplikasi ini.kurang ajar ga punya pendidikan saat menagih customer,dianggapnya semua customer saat telat itu sama,....",paylater nya kurang ajar bangettt nagih ga punya sopan santun seperti depkolektor liar padahal saya sudah bilang saya telat karena sibuk kerja seakan akan saya penipu nama paylater nya indodana jgn pernah pake aplikasi ini kurang ajar ga punya pendidikan saat menagih customer dianggapnya semua customer saat telat itu sama,"['paylater', 'nya', 'kurang', 'ajar', 'bangettt', 'nagih', 'ga', 'punya', 'sopan', 'santun', 'seperti', 'depkolektor', 'liar', 'padahal', 'saya', 'sudah', 'bilang', 'saya', 'telat', 'karena', 'sibuk', 'kerja', 'seakan', 'akan', 'saya', 'penipu', 'nama', 'paylater', 'nya', 'indodana', 'jgn', 'pernah', 'pake', 'aplikasi', 'ini', 'kurang', 'ajar', 'ga', 'punya', 'pendidikan', 'saat', 'menagih', 'customer', 'dianggapnya', 'semua', 'customer', 'saat', 'telat', 'itu', 'sama']","['paylater', 'nya', 'kurang', 'ajar', 'bangettt', 'nagih', 'ga', 'punya', 'sopan', 'santun', 'depkolektor', 'liar', 'padahal', 'bilang', 'telat', 'sibuk', 'kerja', 'seakan', 'penipu', 'nama', 'paylater', 'nya', 'indodana', 'jgn', 'pernah', 'pake', 'aplikasi', 'kurang', 'ajar', 'ga', 'punya', 'pendidikan', 'menagih', 'customer', 'dianggapnya', 'semua', 'customer', 'telat', 'sama']","['paylater', 'nya', 'kurang', 'ajar', 'bangettt', 'nagih', 'ga', 'punya', 'sopan', 'santun', 'depkolektor', 'liar', 'padahal', 'bilang', 'telat', 'sibuk', 'kerja', 'akan', 'tipu', 'nama', 'paylater', 'nya', 'indodana', 'jgn', 'pernah', 'pake', 'aplikasi', 'kurang', 'ajar', 'ga', 'punya', 'didik', 'tagih', 'customer', 'anggap', 'semua', 'customer', 'telat', 'sama']",paylater nya kurang ajar bangettt nagih ga punya sopan santun depkolektor liar padahal bilang telat sibuk kerja akan tipu nama paylater nya indodana jgn pernah pake aplikasi kurang ajar ga punya didik tagih customer anggap semua customer telat sama
"Ku kira jaringan internet ku lelet, ternyata aplikasi nya yang lelet. Hadeh ga jadi deh beli tiket disini",1,2023-06-11 17:21:07,"ku kira jaringan internet ku lelet, ternyata aplikasi nya yang lelet. hadeh ga jadi deh beli tiket disini",ku kira jaringan internet ku lelet ternyata aplikasi nya yang lelet hadeh ga jadi deh beli tiket disini,"['ku', 'kira', 'jaringan', 'internet', 'ku', 'lelet', 'ternyata', 'aplikasi', 'nya', 'yang', 'lelet', 'hadeh', 'ga', 'jadi', 'deh', 'beli', 'tiket', 'disini']","['ku', 'kira', 'jaringan', 'internet', 'ku', 'lelet', 'ternyata', 'aplikasi', 'nya', 'lelet', 'hadeh', 'ga', 'jadi', 'deh', 'beli', 'tiket', 'disini']","['ku', 'kira', 'jaring', 'internet', 'ku', 'lelet', 'nyata', 'aplikasi', 'nya', 'lelet', 'hadeh', 'ga', 'jadi', 'deh', 'beli', 'tiket', 'sini']",ku kira jaring internet ku lelet nyata aplikasi nya lelet hadeh ga jadi deh beli tiket sini
sistem operasi nya lama banget,1,2023-06-11 11:59:41,sistem operasi nya lama banget,sistem operasi nya lama banget,"['sistem', 'operasi', 'nya', 'lama', 'banget']","['sistem', 'operasi', 'nya', 'lama', 'banget']","['sistem', 'operasi', 'nya', 'lama', 'banget']",sistem operasi nya lama banget
Kenapa poin ga bisa di pakai tiap mau pakai poin selalu minta verifikasi nmr tlpn setelah di isi gagal dengan tulisan nomer sudah di gunakan di akun lain Tolong di jawab,1,2023-06-11 08:54:48,kenapa poin ga bisa di pakai tiap mau pakai poin selalu minta verifikasi nmr tlpn setelah di isi gagal dengan tulisan nomer sudah di gunakan di akun lain tolong di jawab,kenapa poin ga bisa di pakai tiap mau pakai poin selalu minta verifikasi nmr tlpn setelah di isi gagal dengan tulisan nomer sudah di gunakan di akun lain tolong di jawab,"['kenapa', 'poin', 'ga', 'bisa', 'di', 'pakai', 'tiap', 'mau', 'pakai', 'poin', 'selalu', 'minta', 'verifikasi', 'nmr', 'tlpn', 'setelah', 'di', 'isi', 'gagal', 'dengan', 'tulisan', 'nomer', 'sudah', 'di', 'gunakan', 'di', 'akun', 'lain', 'tolong', 'di', 'jawab']","['poin', 'ga', 'pakai', 'tiap', 'mau', 'pakai', 'poin', 'selalu', 'minta', 'verifikasi', 'nmr', 'tlpn', 'isi', 'gagal', 'tulisan', 'nomer', 'gunakan', 'akun', 'jawab']","['poin', 'ga', 'pakai', 'tiap', 'mau', 'pakai', 'poin', 'selalu', 'minta', 'verifikasi', 'nmr', 'tlpn', 'isi', 'gagal', 'tulis', 'nomer', 'guna', 'akun', 'jawab']",poin ga pakai tiap mau pakai poin selalu minta verifikasi nmr tlpn isi gagal tulis nomer guna akun jawab
"Kurang bagus lemot sekali pas mau mencari bus atau pesawat, Sinyal kencang ngebuka apk lain cepet cuman ini saja yang lemot sekali",1,2023-06-10 15:10:02,"kurang bagus lemot sekali pas mau mencari bus atau pesawat, sinyal kencang ngebuka apk lain cepet cuman ini saja yang lemot sekali",kurang bagus lemot sekali pas mau mencari bus atau pesawat sinyal kencang ngebuka apk lain cepet cuman ini saja yang lemot sekali,"['kurang', 'bagus', 'lemot', 'sekali', 'pas', 'mau', 'mencari', 'bus', 'atau', 'pesawat', 'sinyal', 'kencang', 'ngebuka', 'apk', 'lain', 'cepet', 'cuman', 'ini', 'saja', 'yang', 'lemot', 'sekali']","['kurang', 'bagus', 'lemot', 'sekali', 'pas', 'mau', 'mencari', 'bus', 'pesawat', 'sinyal', 'kencang', 'ngebuka', 'apk', 'cepet', 'cuman', 'lemot', 'sekali']","['kurang', 'bagus', 'lot', 'sekali', 'pas', 'mau', 'cari', 'bus', 'pesawat', 'sinyal', 'kencang', 'ngebuka', 'apk', 'cepet', 'cuman', 'lot', 'sekali']",kurang bagus lot sekali pas mau cari bus pesawat sinyal kencang ngebuka apk cepet cuman lot sekali
